code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Cotation Budget Vert / Egalité HF;Unité;Exec 2022;Exec 2023;2024 Cible;Exec 2024;Atteinte de la cible 2024;2025 Cible
RC-MRC-2-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-1;Contribution de la péréquation verticale à la réduction des écarts de richesses;;Citoyen;30671.0;Nombre de départements dont le pfi/hab. cesse d'être inférieur à 90% de la moyenne nationale après intervention de la péréquation horizontale;;Nb;5;6;5;6;cible atteinte;6
RC-MRC-2-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-1;Contribution de la péréquation verticale à la réduction des écarts de richesses;;Citoyen;30637.0;Nombre de départements dont le pfi/hab. cesse d'être inférieur à 90% de la moyenne nationale après intervention de la péréquation verticale;;Nb;6;9;7;10;cible atteinte;8
RC-MRC-2-2;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-2;Volumes financiers relatifs consacrés à la péréquation verticale;;Citoyen;23487.0;Péréquation verticale départementale (en % de la somme de la DGF des départements);;%;18,2;18,5;18,8;18,8;cible atteinte;18,9
RC-MRC-2-2;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-2;Volumes financiers relatifs consacrés à la péréquation verticale;;Citoyen;23486.0;péréquation verticale communale (en % de la somme de la DGF des communes);;%;37,6;38,3;39,8;40,1;cible atteinte;42,1
RC-MRC-2-3;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-3;Volumes financiers relatifs consacrés à la péréquation horizontale;;Citoyen;23491.0;Péréquation horizontale régionale (en % des RRF);;%;1,8;1,8;1,78;1,8;cible atteinte;1,8
RC-MRC-2-3;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-3;Volumes financiers relatifs consacrés à la péréquation horizontale;;Citoyen;23489.0;Péréquation horizontale communale (en % des RRF);;%;1,76;1,68;1,60;1,56;absence amélioration;1,46
RC-MRC-2-3;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-3;Volumes financiers relatifs consacrés à la péréquation horizontale;;Citoyen;23490.0;Péréquation horizontale départementale (en % des RRF);;%;4;4,1;4,2;4,0;amélioration;3,9
RC-P119-1-1;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-1;Pourcentage de projets financés par les dotations d'investissement bénéficiant d'un taux de subvention optimisé;;Contribuable;31128.0;% de projets dont le taux de subvention au titre de la DSIL se situe entre 20% et 50 %;;%;Sans objet;Sans objet;85;53;amélioration;85
RC-P119-1-1;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-1;Pourcentage de projets financés par les dotations d'investissement bénéficiant d'un taux de subvention optimisé;;Contribuable;19805.0;% de projets dont le taux de subvention au titre de la DETR se situe entre 20% et 50 %;;%;90;89,4;85;86;cible atteinte;85
RC-P119-1-1;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-1;Pourcentage de projets financés par les dotations d'investissement bénéficiant d'un taux de subvention optimisé;;Contribuable;31130.0;% de projets dont le taux de subvention au titre de la DPV se situe entre 20% et 50 %;;%;Sans objet;Sans objet;85;24;amélioration;85
RC-P119-1-1;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-1;Pourcentage de projets financés par les dotations d'investissement bénéficiant d'un taux de subvention optimisé;;Contribuable;31129.0;% de projets dont le taux de subvention au titre de la DSID se situe entre 20% et 50 %;;%;Sans objet;Sans objet;85;49;amélioration;85
RC-P119-1-2;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-2;Délai séparant la décision de subvention de la fin de réalisation du projet;;Contribuable;19804.0;Délai séparant la décision de subvention au titre de la DETR de la fin de la réalisation du projet;;mois;23,37;20,9;24;23,2;cible atteinte;24
RC-P119-1-3;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-3;Effet de levier des dotations de soutien à l'investissement des collectivités territoriales;;Contribuable;31136.0;Effet de levier de la DSID;;;3,91;3,7;4,0;4;cible atteinte;4,0
RC-P119-1-3;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-3;Effet de levier des dotations de soutien à l'investissement des collectivités territoriales;;Contribuable;30194.0;Effet de levier de la DSIL;;;4,6;5,88;4,5;6,86;cible atteinte;4,5
RC-P119-1-3;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-3;Effet de levier des dotations de soutien à l'investissement des collectivités territoriales;;Contribuable;31138.0;Effet de levier de la DPV;;;2,7;3,63;3,0;3,8;cible atteinte;3,0
RC-P119-1-3;Programme;BG;RC;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;P119-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif Mission);P119-1-3;Effet de levier des dotations de soutien à l'investissement des collectivités territoriales;;Contribuable;31137.0;Effet de levier de la DETR;;;3,8;3,99;4,0;3,7;absence amélioration;4,0
RC-P122-1-1;Programme;BG;RC;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;P122-1;Garantir un traitement rapide des demandes d'indemnisation pour les collectivités touchées par une catastrophe naturelle;;P122-1-1;Délai moyen de versement de l'aide aux collectivités locales pour leurs biens non assurables dans le cadre de la procédure d'indemnisation pour les dommages causés par les intempéries;;Usager;24574.0;Délai moyen de versement de l'aide aux collectivités locales pour leurs biens non assurables dans le cadre de la procédure d'indemnisation pour les dommages causés par les intempéries;;mois;11,45;14,87;6;11,21;amélioration;6
RD-P200-1-1;Programme;BG;RD;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);P200-1;Permettre aux usagers de bénéficier de leurs droits le plus rapidement possible;;P200-1-1;Part des demandes de remboursement de crédit de TVA et des restitutions de trop versé d'IS, ayant reçu une suite favorable ou partiellement favorable, traitées dans un délai égal ou inférieur à 30 jours;;Usager;5413.0;TVA+IS;;%;91,1;89,1;80,0;91,5;cible atteinte;80,0
RD-P200-1-2;Programme;BG;RD;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);P200-1;Permettre aux usagers de bénéficier de leurs droits le plus rapidement possible;;P200-1-2;Ancienneté des demandes de remboursement de crédit de TVA non imputable qui ont fait l'objet d'un remboursement (partiel ou total) dans un délai strictement supérieur à 30 jours;;Contribuable;12072.0;Ancienneté des demandes de remboursement de crédit de TVA;;jours;65,4;64,0;60,0;67,1;absence amélioration;60,0
RD-P200-1-3;Programme;BG;RD;Remboursements et dégrèvements;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);P200-1;Permettre aux usagers de bénéficier de leurs droits le plus rapidement possible;;P200-1-3;Taux net de réclamations contentieuses en matière d'IR, de prélèvement à la source (PAS) et de contribution à l'audiovisuel public des particuliers traitées dans un délai de 30 jours par les services locaux;;Usager;17977.0;Taux net de réclamations contentieuses en matière d'IR, de prélèvement à la source (PAS) et de contribution à l'audiovisuel public des particuliers traitées dans un délai de 30 jours par les services locaux;;%;95,3;94,8;94,0;95,9;cible atteinte;94,0
RD-P201-1-1;Programme;BG;RD;Remboursements et dégrèvements;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);P201-1;Permettre aux usagers de bénéficier de leurs droits le plus rapidement possible;;P201-1-1;Taux net de réclamations contentieuses relatives à la taxe d'habitation traitées dans le délai de 30 jours par les services locaux;;Usager;8189.0;Taux net de réclamations contentieuses relatives à la taxe d’habitation traitées dans le délai de 30 jours par les services locaux;;%;97,3;97,6;95,0;97,3;cible atteinte;95,0
SA-MSA-1-1;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-1;État de santé perçue - Pourcentage de la population de 16 ans et plus se déclarant en bonne ou très bonne santé générale;;Citoyen;24124.0;Etat de santé perçue;;%;65,2;64,9;66,5;Non connue;donnée non renseignée;66
SA-MSA-1-2;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-2;Espérance de vie en bonne santé;;Citoyen;25562.0;2. Femmes;Budget intégrant l'égalité Femmes-Hommes;année;65,2;64,2;67,6;Non connu;donnée non renseignée;67,8
SA-MSA-1-2;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-2;Espérance de vie en bonne santé;;Citoyen;25563.0;1. Hommes;Budget intégrant l'égalité Femmes-Hommes;année;10,2;10,5;11,9;Non connu;donnée non renseignée;12,1
SA-MSA-1-2;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-2;Espérance de vie en bonne santé;;Citoyen;25561.0;1. Hommes;Budget intégrant l'égalité Femmes-Hommes;année;63,8;63,6;66,2;Non connu;donnée non renseignée;66,4
SA-MSA-1-2;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-2;Espérance de vie en bonne santé;;Citoyen;25003.0;Espérance de vie en bonne santé à la naissance;;;Non connu;Sans objet;66,9;Sans objet;donnée non renseignée;67,1
SA-MSA-1-2;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-2;Espérance de vie en bonne santé;;Citoyen;25004.0;Espérance de vie en bonne santé à 65 ans;;;Non connu;Sans objet;12,6;Sans objet;donnée non renseignée;12,8
SA-MSA-1-2;Mission;BG;SA;Santé;;;MSA-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;;MSA-1-2;Espérance de vie en bonne santé;;Citoyen;25564.0;2. Femmes;Budget intégrant l'égalité Femmes-Hommes;année;11,7;12;13,2;Non connu;donnée non renseignée;13,4
SA-P183-1-1;Programme;BG;SA;Santé;183;Protection maladie;P183-1;Assurer la délivrance de l'aide médicale de l'Etat dans des conditions appropriées de délais et de contrôles;;P183-1-1;Délai moyen d'instruction des demandes d'AME;;Usager;8343.0;Délai moyen d'instruction des dossiers;;jours;28;24;24;20;cible atteinte;24
SA-P183-1-2;Programme;BG;SA;Santé;183;Protection maladie;P183-1;Assurer la délivrance de l'aide médicale de l'Etat dans des conditions appropriées de délais et de contrôles;;P183-1-2;Pourcentage des dossiers d'aide médicale de l'Etat contrôlés;;Contribuable;25002.0;Pourcentage des dossiers d'AME contrôlés;;%;15,3;15,4;14;15,5;cible atteinte;14,5
SA-P183-2-1;Programme;BG;SA;Santé;183;Protection maladie;P183-2;Réduire les délais de présentation et de paiement des offres d'indemnisation du FIVA;;P183-2-1;Pourcentage des décisions présentées aux victimes de pathologies graves dans le délai légal de six mois;;Usager;16258.0;Pourcentage des décisions présentées aux victimes de pathologies graves dans le délai légal de 6 mois;;%;71;67;88;87;amélioration;80
