Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege;commentFP
ACT;BG;209-07;;;Coopération communautaire;Coopération communautaire;
ACT;BG;209-09;;;Actions de co-développement;Co-développement;
PGM;BG;110;AD;7;Aide économique et financière au développement;AideEcoFinDéveloppement;Le programme 110 regroupe la grande majorité des crédits de l'aide publique au développement (APD) mis en œuvre par le ministère de l'Economie, des Finances et de la relance (MEFR). Il contribue aux objectifs de la politique française d'APD définis par le Comité interministériel de la coopération internationale et du développement (CICID). L’année 2021 sera marquée par la poursuite de financements pour accélérer la lutte contre le changement climatique et pour répondre à la crise internationale liée à la COVID-19.
ACT;BG;110-02;;;Aide économique et financière bilatérale;Aide.Eco.Fin.Bilatérale;
SSA;BG;110-02-10;;;Rémunération AFD;Rémunération AFD;
SSA;BG;110-02-12;;;AFD Outre-Mer Bonifications;AFD OutreMer Bonifs;
SSA;BG;110-02-11;;;AFD PEE  bonifications d'intérêts;AFD Bonifs prêts EE;
SSA;BG;110-02-15;;;Evaluations APD;Evaluations APD;
SSA;BG;110-02-14;;;Environnement, FFEM;Environnement, FFEM;
SSA;BG;110-02-21;;;Aide au commerce pays en dvlmpt;Aide au commerce;
SSA;BG;110-02-23;;;Recherche Innovation bilat;Recherche Innovation bil.;
SSA;BG;110-02-19;;;Dons aux Etats étrangers;Dons aux Etats étrangers;
SSA;BG;110-02-16;;;Aides budgétaires pays étrangers;Aides budgétaires;
SSA;BG;110-02-22;;;Rémunérations aide-projets (Natixis et autres);Rému aide-projet;
SSA;BG;110-02-18;;;Evaluation/mission appui projets;Eval.mission appui projet;
SSA;BG;110-02-20;;;Expertise France;Expertise France;
ACT;BG;110-03;;;Traitement de la dette des pays pauvres;Traitement dette;
SSA;BG;110-03-10;;;AFD - Traitement de la dette des pays pauvres;AFD Traitement DetteDakar;
SSA;BG;110-03-11;;;AFD  - indemnisation au titre des réductions de taux d'intérêt des prêts;AFD Traitement detteClubP;
SSA;BG;110-03-12;;;PPTE - Fonds multilatéraux de soutien aux pays pauvres très endettés;Fonds multi PPTE;
SSA;BG;110-03-13;;;Compensation des annulations de dettes multilatérales;Compens annul dette multi;
ACT;BG;110-01;;;Aide économique et financière multilatérale;Aide.Eco.Fin.Multilatér;
SSA;BG;110-01-10;;;AID - Association internationale de développement;AID Asso Inter Dvlpt;
SSA;BG;110-01-13;;;Groupe Banque mondiale;Groupe Bq Mondiale;
SSA;BG;110-01-18;;;FAD - Fonds africain de développement;FAD FondsAfricainDvlpmt;
SSA;BG;110-01-24;;;FAsD - Fonds asiatique de développement;FAsD Fonds asia.dvlmpt;
SSA;BG;110-01-33;;;Fonds Aide au commerce;Fonds Aide au commerce;
SSA;BG;110-01-38;;;Initiatives G7 G20;Initiatives G7 G20;
SSA;BG;110-01-40;;;Recherche Innovation multi;Recherche Innovation mult;
SSA;BG;110-01-36;;;Environnement Climat;Environnement Climat;
SSA;BG;110-01-39;;;Bonifications prêts Fonds multi;Bonifications prêts;
SSA;BG;110-01-16;;;Coopération technique;Coopération technique;
SSA;BG;110-01-35;;;Santé;Santé;
SSA;BG;110-01-34;;;Agriculture;Agriculture;
SSA;BG;110-01-29;;;Fonds Sureté Nucléaire;Fonds Sureté Nucléaire;
PGM;BG;365;AD;7;Renforcement des fonds propres de l'Agence française de développement;Renfor.Fds propres AFD;Le programme 365 contribue à la consolidation financière de l’Agence française de développement (AFD) pour lui permettre de mettre en œuvre l’aide économique et financière allouée par la France à des pays en développement. Il comporte une action unique.
ACT;BG;365-01;;;Renforcement des fonds propres de l'Agence française de développement;Renfor.fds propres AFD;
MSN;BG;AB;;;Administration générale et territoriale de l'État;Adm.gale&territori.;"À travers la mission « Administration générale et territoriale de l’État », le ministère de l’intérieur met en œuvre trois de ses responsabilités fondamentales : garantir l’exercice des droits des citoyens dans le domaine des grandes libertés publiques, assurer la présence et la continuité de l’État sur l’ensemble du territoire de la République et mettre en œuvre au plan local les politiques publiques nationales. Chacun des trois programmes composant la mission y concourt : 
le programme 354 poursuivra la mise en œuvre des secrétariats généraux communs départementaux pour permettre la mutualisation des fonctions support. Le programme 232 qui assure l’organisation de toutes les étapes des élections sera marqué en 2021 par les élections départementales, des élections régionales et des élections territoriales. Le programme 216 porte les fonctions de pilotage du ministère de l’intérieur, il poursuivra en 2021 ses efforts de modernisation et d’amélioration de l’efficience de la gestion des fonctions support."
PGM;BG;232;AB;9;Vie politique, cultuelle et associative;ViePol.Culte&Ass.;Le ministère de l’intérieur garantit l’exercice des droits des citoyens dans le domaine des élections, de la vie associative et de la liberté religieuse. Les crédits nécessaires sont portés par le programme « Vie politique, cultuelle et associative ». Le ministère qui s’attache à organiser les scrutins au meilleur coût, participe également à la transparence du financement de la vie politique. Il établit et verse l’aide publique aux partis politiques. La Commission nationale des comptes de campagne et des financements politiques, autorité administrative indépendante, contrôle le respect par les candidats aux élections et les partis politiques des dispositions relatives à la transparence financière de la vie politique. Dans les départements du Bas-Rhin, du Haut-Rhin et de la Moselle, le ministère est chargé de l’application du régime concordataire notamment par la nomination des ministres des cultes ou l’entretien des bâtiments cultuels.
ACT;BG;232-03;;;Commission nationale des comptes de campagne et des financements politiques;Commission nationale des ;
ACT;BG;232-01;;;Financement des partis;Financement des partis;
ACT;BG;232-02;;;Organisation des élections;Organisation des élection;
SSA;BG;232-02-01;;;Elections présidentielles;Elections présidentielles;
SSA;BG;232-02-02;;;Elections législatives générales;Elections législatives gé;
SSA;BG;232-02-03;;;Elections des représentants au Parlement européen;Elections des représentan;
SSA;BG;232-02-04;;;Elections sénatoriales générales;Elections sénatoriales gé;
SSA;BG;232-02-05;;;Elections départementales générales;Elections départementales;
SSA;BG;232-02-06;;;Elections municipales générales;Elections municipales gén;
SSA;BG;232-02-07;;;Référendums;Référendums;
SSA;BG;232-02-09;;;Elections régionales générales et assemblée de Corse;Elections régionales géné;
SSA;BG;232-02-10;;;Elections partielles (législatives, sénatoriales, départementales, municipales, régionales, territoriales et provinciales);Elections partielles (lég;
SSA;BG;232-02-11;;;Elections : dépenses communes;Elections : dépenses comm;
SSA;BG;232-02-13;;;Elections territoriales en outre-mer;Elections territoriales e;
ACT;BG;232-04;;;Cultes;Cultes;
SSA;BG;232-04-01;;;Immobilier;Immobilier;
SSA;BG;232-04-02;;;Soutien;Soutien;
ACT;BG;232-99;;;Dépenses de personnel du programme à reventiler;Dépenses de personnel du ;
PGM;BG;216;AB;9;Conduite et pilotage des politiques de l'intérieur;Cond.Pil.Interieur;"Le programme « Conduite et pilotage des politiques de l’intérieur » anime les fonctions de pilotage du ministère et maintient la cohérence des fonctions support transversales assurées par le secrétariat général du ministère. Celles-ci ont été marquées par trois réformes qui ont été traduites dans la loi de finances pour 2020 et dont la mise en œuvre se poursuit en 2021 : la création d’une direction du numérique dotée d’une capacité transverse d’arbitrage et de pilotage financier ; la création du service de l’achat, de l’innovation et de la logistique du ministère de l’Intérieur en vue de répondre à des objectifs de transformation des métiers, de mutualisation et de modernisation de la fonction achat, source d’économies d’échelle ; le transfert de certains personnels et des moyens de fonctionnement et immobilier des services déconcentrés zonaux de la police nationale au secrétariat général du ministère."
ACT;BG;216-01;;;État-major et services centraux;État-major et services ce;
SSA;BG;216-01-01;;;Cabinets des ministres et bureaux des cabinets des ministres;Cabinets des ministres et;
SSA;BG;216-01-02;;;Cabinet du secrétariat général et des services rattachés;Cabinet du secrétariat gé;
SSA;BG;216-01-03;;;Délégation à l'information et à la communication;Délégation à l'informatio;
SSA;BG;216-01-05;;;Inspection générale de l'administration;Inspection générale de l';
SSA;BG;216-01-07;;;Conseil national des activités privées de sécurité (CNAPS);Conseil national des acti;
SSA;BG;216-01-09;;;Direction des systèmes d'information et de communication : personnel;Direction des systèmes d';
SSA;BG;216-01-10;;;Services zonaux des systèmes d'information et de communication : soutien;Services zonaux des systè;
SSA;BG;216-01-11;;;Gestion des ressources humaines;Gestion des ressources hu;
SSA;BG;216-01-12;;;Direction générale des collectivités locales;Direction générale des co;
SSA;BG;216-01-14;;;Comité des finances locales;Comité des finances local;
SSA;BG;216-01-16;;;Cultes;Cultes;
SSA;BG;216-01-17;;;Direction générale des outre-mer;Direction générale des ou;
SSA;BG;216-01-15;;;Fonctionnement général des services;Fonctionnement général de;
SSA;BG;216-01-08;;;Autres études et recherches;Autres études et recherch;
ACT;BG;216-06;;;Affaires juridiques et contentieuses;Affaires juridiques et co;
SSA;BG;216-06-01;;;Refus de concours de la force publique : règlements amiables;Refus de concours de la f;
SSA;BG;216-06-02;;;Refus de concours de la force publique : contentieux;Refus de concours de la f;
SSA;BG;216-06-03;;;Attroupements : règlements amiables;Attroupements : règlement;
SSA;BG;216-06-04;;;Attroupements : contentieux;Attroupements : contentie;
SSA;BG;216-06-05;;;Autres mises en cause de l'Etat : règlements amiables;Autres mises en cause de ;
SSA;BG;216-06-06;;;Autres mises en cause de l'Etat : contentieux;Autres mises en cause de ;
SSA;BG;216-06-09;;;Protection juridique;Protection juridique;
SSA;BG;216-06-10;;;Litiges intervenant dans le cadre du droit des étrangers : règlements amiables;Litiges intervenant dans ;
SSA;BG;216-06-11;;;Litiges intervenant dans le cadre du droit des étrangers : règlements contentieux;Litiges intervenant dans ;
SSA;BG;216-06-12;;;Accidents de la circulation : dommages corporels;acc circ : corporels;
SSA;BG;216-06-13;;;Accidents de la circulation : dommages matériels;Acc circ : matériels;
ACT;BG;216-05;;;Affaires immobilières;Affaires immobilières;
SSA;BG;216-05-01;;;Immobilier de l'administration centrale : fonctionnement courant;Immobilier de l'administr;
SSA;BG;216-05-06;;;Opérations d'investissement;Opérations d'investisseme;
SSA;BG;216-05-11;;;Immobilier administration centrale et déconcentrée;Immobilier administration;
SSA;BG;216-05-10;;;Action sociale : immobilier;Action sociale : immobili;
ACT;BG;216-04;;;Action sociale et formation;Action sociale et formati;
SSA;BG;216-04-01;;;Action sociale : offre de services collectifs;Action sociale : offre de;
SSA;BG;216-04-02;;;Formation et recrutement;Formation et recrutement;
SSA;BG;216-04-07;;;Action sociale : partenariat social;Action sociale : partenar;
SSA;BG;216-04-08;;;Action sociale : insertion des personnes handicapées;Action sociale : insertio;
SSA;BG;216-04-09;;;Action sociale : professionnels de soutien;Action sociale : professi;
SSA;BG;216-04-10;;;Action sociale : missions transversales;Action sociale : missions;
ACT;BG;216-03;;;Système d'information et de communication;Système d'information et ;
SSA;BG;216-03-05;;;Maintien en condition opérationnelle des systèmes d'information et de communication (SIC);Maintien en condition opé;
SSA;BG;216-03-08;;;Système d'information et de communication : grands projets;Syst inf gds projets;
ACT;BG;216-08;;;Immigration, asile et intégration;Immigration, asile et int;
SSA;BG;216-08-01;;;Direction générale des étrangers en France;Direction générale des ét;
ACT;BG;216-09;;;Sécurité et éducation routières;Sécurité et éducation rou;
SSA;BG;216-09-01;;;Délégation à la sécurité routière;DSR;
ACT;BG;216-10;;;Fonds interministériel de prévention de la délinquance;Fonds interministériel de;
SSA;BG;216-10-01;;;Actions en faveur des jeunes;Actions en faveur des jeu;
SSA;BG;216-10-02;;;Prévention des violences faites aux femmes, des violences intrafamiliales et l'aide aux victimes;Prévention des violences ;
SSA;BG;216-10-03;;;Actions pour améliorer la tranquillité publique;Actions pour améliorer la;
SSA;BG;216-10-04;;;Prévention de la radicalisation;Prévention de la radicali;
SSA;BG;216-10-05;;;Actions de sécurisation;Actions de sécurisation;
ACT;BG;216-99;;;Dépenses de personnel du programme à reventiler;Dépenses de personnel du ;
PGM;BG;354;AB;9;Administration territoriale de l'État;Adm terr État;"Le programme 354 recouvre l’ensemble des moyens des préfectures, sous-préfectures, directions régionales et secrétariats généraux pour les affaires régionales, directions départementales interministérielles, ainsi que des représentations de l’État dans les collectivités d’outre-mer. 
En 2021, les effectifs des préfectures et sous-préfectures seront stabilisés pour préserver l’administration déconcentrée et garantir son action de proximité au cœur des territoires. La mise en œuvre des secrétariats généraux communs entérine une nouvelle étape de la modernisation du réseau en regroupant l’ensemble des ressources des préfectures et des directions départementales interministérielles."
